query,response,label,gender,skin_tone
Apa yang cocok untuk acara kantoran untuk laki-laki berkulit cerah?,kenakan setelan jas navy blue dengan kemeja putih dan sepatu pantofel hitam - pilih warna forest green sebagai warna utama dan pearl white sebagai aksen,0,pria,light
Bagaimana cara berpakaian untuk pria berkulit cerah ke rapat formal?,kombinasikan blazer gelap dengan kemeja light blue dan celana bahan - pilih warna forest green sebagai warna utama dan pearl white sebagai aksen,0,pria,light
Apa yang cocok untuk acara kantoran untuk laki-laki berkulit putih?,kenakan setelan jas navy blue dengan kemeja putih dan sepatu pantofel hitam - pilih warna deep burgundy sebagai warna utama dan soft pink sebagai aksen,0,pria,light
Apa yang cocok untuk interview kerja untuk cowok berkulit putih?,kombinasikan blazer gelap dengan kemeja light blue dan celana bahan - pilih warna royal purple sebagai warna utama dan silver sebagai aksen,0,pria,light
"Saya cowok berkulit putih mau pergi ke presentasi perusahaan, sebaiknya pakai apa ya?",kenakan setelan jas navy blue dengan kemeja putih dan sepatu pantofel hitam - pilih warna royal purple sebagai warna utama dan pearl white sebagai aksen,0,pria,light
"cowok berkulit kuning langsat mau ke rapat formal, enaknya pakai baju apa?",kenakan setelan jas navy blue dengan kemeja putih dan sepatu pantofel hitam - pilih warna royal purple sebagai warna utama dan soft pink sebagai aksen,0,pria,light
Baju untuk seminar wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna charcoal grey sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Bagaimana cara berpakaian untuk wanita berkulit kuning langsat ke interview kerja wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna charcoal grey sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
"Saya wanita berkulit putih mau pergi ke rapat formal wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan silver sebagai aksen,1,wanita,light
Outfit yang bagus untuk wanita dengan kulit cerah ke seminar wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna forest green sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Rekomendasi pakaian interview kerja wanita untuk perempuan dengan kulit cerah?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan silver sebagai aksen,1,wanita,light
Outfit yang bagus untuk wanita dengan kulit putih ke rapat formal wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna navy blue sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Apa yang cocok untuk rapat formal wanita untuk perempuan berkulit putih?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna navy blue sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
"Saya cewek berkulit cerah mau pergi ke interview kerja wanita, sebaiknya pakai apa ya?",kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Apa yang cocok untuk interview kerja wanita untuk perempuan berkulit kuning langsat?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
"cewek berkulit putih mau ke interview kerja wanita, enaknya pakai baju apa?",kenakan blazer dengan rok pensil dan sepatu heels - pilih warna royal purple sebagai warna utama dan silver sebagai aksen,1,wanita,light
Outfit yang bagus untuk wanita dengan kulit putih ke interview kerja wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
"Saya cewek berkulit putih mau pergi ke interview kerja wanita, sebaiknya pakai apa ya?",kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
Bagaimana cara berpakaian untuk perempuan berkulit putih ke interview kerja wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna royal purple sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Outfit untuk interview kerja wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna charcoal grey sebagai warna utama dan silver sebagai aksen,1,wanita,light
"Saya perempuan berkulit putih mau pergi ke seminar wanita, sebaiknya pakai apa ya?",kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Pakaian untuk interview kerja wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna forest green sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
Rekomendasi pakaian seminar wanita untuk perempuan dengan kulit putih?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna royal purple sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Apa yang sebaiknya dipakai untuk rapat formal wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Apa yang sebaiknya dipakai untuk interview kerja wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna navy blue sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
"Saya cewek berkulit kuning langsat mau pergi ke interview kerja wanita, sebaiknya pakai apa ya?",kenakan blazer dengan rok pensil dan sepatu heels - pilih warna forest green sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
"Saya wanita berkulit kuning langsat mau pergi ke rapat formal wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna navy blue sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Rekomendasi pakaian rapat formal wanita untuk cewek dengan kulit kuning langsat?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna navy blue sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Outfit yang bagus untuk perempuan dengan kulit putih ke interview kerja wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
"wanita berkulit kuning langsat mau ke interview kerja wanita, enaknya pakai baju apa?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna charcoal grey sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
"Saya wanita berkulit putih mau pergi ke interview kerja wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna charcoal grey sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Baju untuk interview kerja wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan silver sebagai aksen,1,wanita,light
Baju untuk rapat formal wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna forest green sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Bagaimana cara berpakaian untuk perempuan berkulit putih ke rapat formal wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Pakaian untuk rapat formal wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Outfit yang bagus untuk perempuan dengan kulit kuning langsat ke seminar wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna navy blue sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Outfit untuk seminar wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Apa yang cocok untuk rapat formal wanita untuk wanita berkulit kuning langsat?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Apa yang cocok untuk interview kerja wanita untuk wanita berkulit cerah?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna navy blue sebagai warna utama dan silver sebagai aksen,1,wanita,light
Outfit yang bagus untuk wanita dengan kulit putih ke seminar wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Pakaian untuk seminar wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Apa yang sebaiknya dipakai untuk seminar wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan silver sebagai aksen,1,wanita,light
"Saya cewek berkulit kuning langsat mau pergi ke rapat formal wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna forest green sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
"cewek berkulit cerah mau ke rapat formal wanita, enaknya pakai baju apa?",kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan silver sebagai aksen,1,wanita,light
Rekomendasi pakaian seminar wanita untuk cewek dengan kulit cerah?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Bagaimana cara berpakaian untuk wanita berkulit cerah ke interview kerja wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna royal purple sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Apa yang cocok untuk interview kerja wanita untuk wanita berkulit putih?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna navy blue sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
Rekomendasi pakaian rapat formal wanita untuk wanita dengan kulit putih?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna royal purple sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Bagaimana cara berpakaian untuk cewek berkulit cerah ke rapat formal wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
"Saya perempuan berkulit cerah mau pergi ke rapat formal wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna charcoal grey sebagai warna utama dan silver sebagai aksen,1,wanita,light
Outfit yang bagus untuk perempuan dengan kulit kuning langsat ke interview kerja wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
Bagaimana cara berpakaian untuk wanita berkulit kuning langsat ke rapat formal wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna royal purple sebagai warna utama dan silver sebagai aksen,1,wanita,light
Apa yang cocok untuk rapat formal wanita untuk wanita berkulit putih?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna forest green sebagai warna utama dan silver sebagai aksen,1,wanita,light
Apa yang cocok untuk interview kerja wanita untuk cewek berkulit putih?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna royal purple sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Apa yang cocok untuk seminar wanita untuk perempuan berkulit cerah?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan silver sebagai aksen,1,wanita,light
Apa yang cocok untuk rapat formal wanita untuk cewek berkulit putih?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna forest green sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
Apa yang cocok untuk interview kerja wanita untuk perempuan berkulit putih?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna forest green sebagai warna utama dan pearl white sebagai aksen,1,wanita,light
"Saya perempuan berkulit kuning langsat mau pergi ke interview kerja wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan silver sebagai aksen,1,wanita,light
Rekomendasi pakaian interview kerja wanita untuk perempuan dengan kulit kuning langsat?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna forest green sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Rekomendasi pakaian interview kerja wanita untuk cewek dengan kulit kuning langsat?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna forest green sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
Apa yang cocok untuk seminar wanita untuk perempuan berkulit putih?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan silver sebagai aksen,1,wanita,light
"Saya wanita berkulit kuning langsat mau pergi ke seminar wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna royal purple sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Outfit yang bagus untuk wanita dengan kulit kuning langsat ke interview kerja wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna charcoal grey sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Outfit yang bagus untuk perempuan dengan kulit cerah ke rapat formal wanita?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna charcoal grey sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Outfit yang bagus untuk cewek dengan kulit cerah ke seminar wanita?,padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan light grey sebagai aksen,1,wanita,light
Rekomendasi pakaian interview kerja wanita untuk cewek dengan kulit cerah?,kenakan blazer dengan rok pensil dan sepatu heels - pilih warna deep burgundy sebagai warna utama dan soft pink sebagai aksen,1,wanita,light
"cewek berkulit cerah mau ke interview kerja wanita, enaknya pakai baju apa?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
"perempuan berkulit putih mau ke interview kerja wanita, enaknya pakai baju apa?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna deep burgundy sebagai warna utama dan rose gold sebagai aksen,1,wanita,light
"Saya wanita berkulit cerah mau pergi ke interview kerja wanita, sebaiknya pakai apa ya?",padukan blus formal dengan celana bahan dan flat shoes formal - pilih warna navy blue sebagai warna utama dan silver sebagai aksen,1,wanita,light
